#月,日,時,分,傾斜面日射強度,直達日射強度,散乱光日射強度,反射光日射強度,水平面日射強度,PV電力,発電電力,PV電圧,PV電流,PV温度,外気温度,システム出力係数,PV効率,PV電力(定格比),発電電力(定格比)
#月,日,時,分,kW/㎡,kW/㎡,kW/㎡,kW/㎡,kW/㎡,kW,kW,V,A,℃,℃,%,%,kW/kWp,kW/kWp
8,28,7,30,0.06,0.00,0.06,0.00,0.06,5.07,4.98,346.99,14.61,28.05,26.10,89.67,20.86,0.05,0.05
8,28,8,0,0.07,0.00,0.07,0.00,0.07,5.99,5.89,349.90,17.13,28.42,26.10,89.23,20.75,0.06,0.06
8,28,8,30,0.08,0.00,0.08,0.00,0.08,6.94,6.81,352.38,19.69,28.79,26.10,88.98,20.69,0.07,0.07
8,28,9,0,0.11,0.00,0.11,0.00,0.11,9.32,9.15,358.25,26.02,29.82,26.20,88.74,20.64,0.10,0.09
8,28,9,30,0.13,0.00,0.13,0.00,0.14,11.73,11.52,361.67,32.44,30.86,26.30,88.74,20.64,0.12,0.12
8,28,10,0,0.14,0.00,0.14,0.00,0.15,12.58,12.35,362.59,34.69,31.29,26.40,88.73,20.64,0.13,0.13
8,28,10,30,0.15,0.00,0.15,0.00,0.16,13.43,13.19,363.43,36.96,31.72,26.50,88.74,20.64,0.14,0.14
8,28,11,0,0.24,0.00,0.24,0.00,0.24,21.00,20.62,369.59,56.82,35.26,27.10,88.80,20.65,0.22,0.21
8,28,11,30,0.33,0.01,0.32,0.00,0.33,28.57,28.06,372.91,76.61,38.82,27.70,88.63,20.61,0.30,0.29
8,28,12,0,0.33,0.00,0.33,0.00,0.33,28.92,28.40,372.83,77.57,39.12,27.85,88.58,20.60,0.30,0.29
8,28,12,30,0.34,0.00,0.33,0.00,0.34,29.27,28.74,372.75,78.52,39.41,28.00,88.54,20.59,0.30,0.30
8,28,13,0,0.34,0.00,0.33,0.00,0.34,29.40,28.87,372.89,78.85,39.36,27.90,88.56,20.60,0.30,0.30
8,28,13,30,0.34,0.01,0.33,0.00,0.34,29.53,29.00,373.02,79.17,39.30,27.80,88.59,20.60,0.31,0.30
8,28,14,0,0.25,0.00,0.24,0.00,0.25,21.70,21.30,369.41,58.73,36.04,27.60,88.67,20.62,0.22,0.22
8,28,14,30,0.16,0.00,0.16,0.00,0.16,13.88,13.63,362.96,38.23,32.81,27.40,88.51,20.59,0.14,0.14
8,28,15,0,0.15,0.00,0.15,0.00,0.15,12.91,12.68,362.20,35.65,32.18,27.15,88.54,20.59,0.13,0.13
8,28,15,30,0.14,0.00,0.14,0.00,0.14,11.95,11.73,361.33,33.07,31.55,26.90,88.58,20.60,0.12,0.12
8,28,16,0,0.11,0.00,0.11,0.00,0.11,9.43,9.26,357.92,26.33,30.37,26.70,88.61,20.61,0.10,0.10
8,28,16,30,0.08,0.00,0.08,0.00,0.08,6.93,6.80,351.95,19.69,29.19,26.50,88.87,20.67,0.07,0.07
8,28,17,0,0.05,0.00,0.05,0.00,0.05,4.49,4.41,343.54,13.06,27.97,26.25,90.08,20.95,0.05,0.05
8,28,17,30,0.02,0.00,0.02,0.00,0.02,2.12,2.08,328.96,6.45,26.75,26.00,97.24,22.62,0.02,0.02
8,28,18,0,0.01,0.00,0.01,0.00,0.01,1.47,1.44,321.00,4.57,26.38,25.90,106.18,24.70,0.02,0.01
8,28,18,30,0.01,0.00,0.01,0.00,0.01,0.82,0.80,308.78,2.64,25.99,25.80,145.07,33.74,0.01,0.01
8,28,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.80,25.80,0.00,0.00,0.00,0.00
8,28,19,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.80,25.80,0.00,0.00,0.00,0.00
8,28,20,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.80,25.80,0.00,0.00,0.00,0.00
8,28,20,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.80,25.80,0.00,0.00,0.00,0.00
8,28,21,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.80,25.80,0.00,0.00,0.00,0.00
8,28,21,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.80,25.80,0.00,0.00,0.00,0.00
8,28,22,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.60,25.60,0.00,0.00,0.00,0.00
8,28,22,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.40,25.40,0.00,0.00,0.00,0.00
8,28,23,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.45,25.45,0.00,0.00,0.00,0.00
8,28,23,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.50,25.50,0.00,0.00,0.00,0.00
8,29,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.80,25.80,0.00,0.00,0.00,0.00
8,29,0,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.80,25.80,0.00,0.00,0.00,0.00
8,29,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.75,25.75,0.00,0.00,0.00,0.00
8,29,1,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.70,25.70,0.00,0.00,0.00,0.00
8,29,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.65,25.65,0.00,0.00,0.00,0.00
8,29,2,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.60,25.60,0.00,0.00,0.00,0.00
8,29,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.70,25.70,0.00,0.00,0.00,0.00
8,29,3,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.80,25.80,0.00,0.00,0.00,0.00
8,29,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.65,25.65,0.00,0.00,0.00,0.00
8,29,4,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.50,25.50,0.00,0.00,0.00,0.00
8,29,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.55,25.55,0.00,0.00,0.00,0.00
8,29,5,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.60,25.60,0.00,0.00,0.00,0.00
8,29,6,0,0.02,0.00,0.02,0.00,0.02,1.75,1.72,325.72,5.38,26.25,25.65,101.30,23.56,0.02,0.02
8,29,6,30,0.03,0.00,0.03,0.00,0.03,3.01,2.96,336.90,8.94,26.82,25.70,92.86,21.60,0.03,0.03
8,29,7,0,0.06,0.00,0.06,0.00,0.06,5.44,5.34,348.12,15.62,28.13,26.00,88.13,20.50,0.06,0.06
8,29,7,30,0.09,0.00,0.09,0.00,0.09,7.98,7.83,355.14,22.46,29.45,26.30,87.32,20.31,0.08,0.08
8,29,8,0,0.15,0.00,0.15,0.00,0.15,13.18,12.95,363.12,36.31,31.92,26.75,87.94,20.45,0.14,0.13
8,29,8,30,0.21,0.00,0.21,0.00,0.21,18.45,18.12,368.11,50.12,34.40,27.20,88.38,20.56,0.19,0.19
8,29,9,0,0.25,0.00,0.24,0.00,0.25,21.64,21.25,369.70,58.54,35.94,27.50,88.48,20.58,0.22,0.22
8,29,9,30,0.28,0.01,0.28,0.00,0.29,24.86,24.41,370.68,67.06,37.48,27.80,88.60,20.61,0.26,0.25
8,29,10,0,0.43,0.10,0.33,0.00,0.42,37.79,37.11,373.63,101.14,43.04,28.25,88.17,20.51,0.39,0.38
8,29,10,30,0.59,0.20,0.38,0.00,0.56,50.33,49.10,372.67,135.04,48.62,28.70,86.62,20.28,0.52,0.51
8,29,11,0,0.68,0.31,0.37,0.00,0.65,57.79,49.50,371.08,155.72,52.13,29.05,75.35,20.09,0.60,0.51
8,29,11,30,0.78,0.41,0.36,0.00,0.73,65.31,49.50,368.90,177.03,55.78,29.40,65.94,19.87,0.67,0.51
8,29,12,0,0.62,0.24,0.38,0.00,0.59,52.95,49.50,371.22,142.63,50.68,29.60,82.53,20.16,0.55,0.51
8,29,12,30,0.46,0.07,0.38,0.00,0.45,39.33,38.62,371.91,105.76,45.29,29.80,87.64,20.38,0.41,0.40
8,29,13,0,0.45,0.07,0.38,0.00,0.44,38.86,38.16,372.19,104.42,44.83,29.55,87.74,20.41,0.40,0.39
8,29,13,30,0.44,0.06,0.38,0.00,0.44,38.39,37.69,372.46,103.06,44.38,29.30,87.84,20.43,0.40,0.39
8,29,14,0,0.36,0.03,0.33,0.00,0.36,31.69,31.12,371.84,85.22,41.66,29.25,88.13,20.50,0.33,0.32
8,29,14,30,0.28,0.00,0.28,0.00,0.29,24.75,24.31,368.97,67.09,38.88,29.20,88.25,20.53,0.26,0.25
8,29,15,0,0.24,0.00,0.23,0.00,0.24,20.51,20.14,367.60,55.80,36.76,28.75,88.35,20.55,0.21,0.21
8,29,15,30,0.19,0.00,0.18,0.00,0.19,16.27,15.98,365.32,44.54,34.65,28.30,88.36,20.55,0.17,0.17
8,29,16,0,0.15,0.00,0.15,0.00,0.15,12.89,12.66,361.56,35.65,32.78,27.75,88.38,20.56,0.13,0.13
8,29,16,30,0.11,0.00,0.11,0.00,0.11,9.53,9.36,357.58,26.65,30.92,27.20,88.47,20.58,0.10,0.10
8,29,17,0,0.11,0.01,0.10,0.00,0.11,9.30,9.13,357.24,26.03,30.78,27.15,88.48,20.58,0.10,0.09
8,29,17,30,0.10,0.02,0.08,0.00,0.10,8.80,8.64,356.41,24.68,30.53,27.10,88.51,20.59,0.09,0.09
8,29,18,0,0.06,0.01,0.05,0.00,0.06,4.98,4.89,345.86,14.40,28.82,26.90,89.49,20.81,0.05,0.05
8,29,18,30,0.02,0.00,0.02,0.00,0.02,1.65,1.62,323.52,5.11,27.26,26.70,102.26,23.78,0.02,0.02
8,29,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.65,26.65,0.00,0.00,0.00,0.00
8,29,19,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.60,26.60,0.00,0.00,0.00,0.00
8,29,20,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.55,26.55,0.00,0.00,0.00,0.00
8,29,20,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.50,26.50,0.00,0.00,0.00,0.00
8,29,21,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.40,26.40,0.00,0.00,0.00,0.00
8,29,21,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.30,26.30,0.00,0.00,0.00,0.00
8,29,22,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.10,26.10,0.00,0.00,0.00,0.00
8,29,22,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.90,25.90,0.00,0.00,0.00,0.00
8,29,23,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.80,25.80,0.00,0.00,0.00,0.00
8,29,23,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.70,25.70,0.00,0.00,0.00,0.00
8,30,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.60,25.60,0.00,0.00,0.00,0.00
8,30,0,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.60,25.60,0.00,0.00,0.00,0.00
8,30,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.90,25.90,0.00,0.00,0.00,0.00
8,30,1,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.20,26.20,0.00,0.00,0.00,0.00
8,30,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.15,26.15,0.00,0.00,0.00,0.00
8,30,2,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.10,26.10,0.00,0.00,0.00,0.00
8,30,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.90,25.90,0.00,0.00,0.00,0.00
8,30,3,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.70,25.70,0.00,0.00,0.00,0.00
8,30,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.80,25.80,0.00,0.00,0.00,0.00
8,30,4,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.90,25.90,0.00,0.00,0.00,0.00
8,30,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.05,26.05,0.00,0.00,0.00,0.00
8,30,5,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.20,26.20,0.00,0.00,0.00,0.00
8,30,6,0,0.02,0.00,0.02,0.00,0.02,1.74,1.71,324.83,5.36,26.99,26.40,101.07,23.51,0.02,0.02
8,30,6,30,0.03,0.00,0.03,0.00,0.03,3.00,2.95,335.91,8.94,27.72,26.60,92.58,21.53,0.03,0.03
8,30,7,0,0.07,0.00,0.07,0.00,0.07,6.29,6.18,349.80,17.98,29.44,27.00,88.87,20.67,0.06,0.06
8,30,7,30,0.11,0.00,0.11,0.00,0.11,9.71,9.54,357.67,27.15,31.19,27.40,88.41,20.56,0.10,0.10
8,30,8,0,0.26,0.08,0.17,0.00,0.25,18.26,17.93,365.94,49.89,36.39,27.70,72.46,16.85,0.19,0.19
8,30,8,30,0.40,0.17,0.23,0.00,0.39,28.95,28.43,366.46,79.00,41.67,28.00,73.08,17.00,0.30,0.29
8,30,9,0,0.53,0.31,0.22,0.00,0.51,38.48,37.78,355.84,108.13,46.60,28.50,73.34,17.06,0.40,0.39
8,30,9,30,0.67,0.45,0.22,0.00,0.63,54.86,48.86,359.28,152.69,51.62,29.00,75.90,19.47,0.57,0.50
8,30,10,0,0.63,0.33,0.30,0.00,0.60,54.00,49.50,371.99,145.17,50.31,28.85,81.04,20.19,0.56,0.51
8,30,10,30,0.60,0.21,0.39,0.00,0.57,51.09,49.50,372.58,137.12,48.93,28.70,85.97,20.26,0.53,0.51
8,30,11,0,0.64,0.22,0.42,0.00,0.61,54.32,49.50,371.57,146.18,50.77,29.15,80.46,20.16,0.56,0.51
8,30,11,30,0.67,0.23,0.44,0.00,0.64,56.99,49.50,370.54,153.80,52.39,29.60,76.33,20.07,0.59,0.51
8,30,12,0,0.53,0.13,0.40,0.00,0.51,45.75,44.93,372.77,122.73,47.00,28.95,87.48,20.35,0.47,0.46
8,30,12,30,0.39,0.03,0.35,0.00,0.38,33.55,32.95,373.18,89.91,41.41,28.30,88.34,20.55,0.35,0.34
8,30,13,0,0.37,0.02,0.35,0.00,0.37,31.86,31.29,372.82,85.47,40.84,28.40,88.36,20.55,0.33,0.32
8,30,13,30,0.35,0.01,0.34,0.00,0.35,30.46,29.91,372.45,81.77,40.39,28.50,88.37,20.55,0.31,0.31
8,30,14,0,0.43,0.07,0.36,0.00,0.42,36.98,36.32,372.90,99.17,43.34,28.85,88.04,20.48,0.38,0.38
8,30,14,30,0.50,0.13,0.37,0.00,0.49,43.45,42.67,372.59,116.62,46.32,29.20,87.57,20.37,0.45,0.44
8,30,15,0,0.49,0.17,0.32,0.00,0.47,41.98,41.22,372.91,112.57,45.46,28.95,87.73,20.41,0.43,0.43
8,30,15,30,0.47,0.20,0.27,0.00,0.45,40.32,39.60,373.20,108.05,44.53,28.70,87.91,20.45,0.42,0.41
8,30,16,0,0.34,0.11,0.23,0.00,0.33,29.68,29.14,372.45,79.68,39.93,28.35,88.43,20.57,0.31,0.30
8,30,16,30,0.22,0.03,0.19,0.00,0.22,19.00,18.66,367.53,51.70,35.41,28.00,88.52,20.59,0.20,0.19
8,30,17,0,0.14,0.02,0.12,0.00,0.14,12.02,11.80,360.50,33.34,32.49,27.80,88.34,20.55,0.12,0.12
8,30,17,30,0.06,0.00,0.06,0.00,0.06,5.49,5.39,346.84,15.83,29.73,27.60,88.99,20.70,0.06,0.06
8,30,18,0,0.04,0.00,0.04,0.00,0.04,3.32,3.26,336.77,9.87,28.80,27.55,91.40,21.26,0.03,0.03
8,30,18,30,0.01,0.00,0.01,0.00,0.01,1.23,1.21,315.94,3.90,27.88,27.50,112.14,26.08,0.01,0.01
8,30,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.45,27.45,0.00,0.00,0.00,0.00
8,30,19,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.40,27.40,0.00,0.00,0.00,0.00
8,30,20,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.30,27.30,0.00,0.00,0.00,0.00
8,30,20,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.20,27.20,0.00,0.00,0.00,0.00
8,30,21,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.10,27.10,0.00,0.00,0.00,0.00
8,30,21,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,27.00,0.00,0.00,0.00,0.00
8,30,22,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,27.00,0.00,0.00,0.00,0.00
8,30,22,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,27.00,0.00,0.00,0.00,0.00
8,30,23,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,27.00,0.00,0.00,0.00,0.00
8,30,23,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,27.00,0.00,0.00,0.00,0.00
8,31,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,27.00,0.00,0.00,0.00,0.00
8,31,0,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,27.00,0.00,0.00,0.00,0.00
8,31,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.60,26.60,0.00,0.00,0.00,0.00
8,31,1,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.20,26.20,0.00,0.00,0.00,0.00
8,31,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.70,25.70,0.00,0.00,0.00,0.00
8,31,2,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.20,25.20,0.00,0.00,0.00,0.00
8,31,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.05,25.05,0.00,0.00,0.00,0.00
8,31,3,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.90,24.90,0.00,0.00,0.00,0.00
8,31,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.45,24.45,0.00,0.00,0.00,0.00
8,31,4,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,24.00,0.00,0.00,0.00,0.00
8,31,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.50,23.50,0.00,0.00,0.00,0.00
8,31,5,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,23.00,0.00,0.00,0.00,0.00
8,31,6,0,0.03,0.00,0.02,0.00,0.03,2.37,2.33,333.17,7.12,24.80,23.95,96.28,22.39,0.02,0.02
8,31,6,30,0.06,0.01,0.05,0.00,0.06,4.69,4.60,346.66,13.52,26.89,24.90,81.14,18.87,0.05,0.05
8,31,7,0,0.13,0.03,0.09,0.00,0.13,9.01,8.84,349.48,25.77,30.07,25.70,71.08,16.53,0.09,0.09
8,31,7,30,0.21,0.06,0.14,0.00,0.20,14.71,14.44,365.82,40.20,33.52,26.50,72.34,16.82,0.15,0.15
8,31,8,0,0.34,0.18,0.16,0.00,0.33,21.47,21.08,359.65,59.69,38.86,27.20,63.50,14.77,0.22,0.22
8,31,8,30,0.48,0.30,0.17,0.00,0.46,31.23,30.67,355.32,87.90,44.07,27.90,66.63,15.50,0.32,0.32
8,31,9,0,0.45,0.19,0.25,0.00,0.43,34.37,33.75,373.77,91.96,43.42,28.25,78.21,18.19,0.36,0.35
8,31,9,30,0.41,0.08,0.33,0.00,0.40,35.12,34.48,375.41,93.54,42.53,28.60,86.98,20.23,0.36,0.36
8,31,10,0,0.58,0.27,0.31,0.00,0.55,49.75,48.66,372.43,133.59,48.65,28.95,86.82,20.27,0.51,0.50
8,31,10,30,0.75,0.45,0.29,0.00,0.71,63.31,49.50,369.54,171.31,54.79,29.30,68.24,19.93,0.65,0.51
8,31,11,0,0.74,0.42,0.32,0.00,0.70,62.84,49.50,369.20,170.21,54.97,29.65,68.69,19.92,0.65,0.51
8,31,11,30,0.74,0.38,0.35,0.00,0.70,62.33,49.50,368.86,168.97,55.13,30.00,69.21,19.90,0.64,0.51
8,31,12,0,0.82,0.51,0.31,0.00,0.77,68.27,49.50,367.18,185.94,57.82,30.05,62.63,19.73,0.71,0.51
8,31,12,30,0.90,0.63,0.26,0.00,0.84,74.09,49.50,365.38,202.79,60.53,30.10,57.16,19.54,0.77,0.51
8,31,13,0,0.88,0.66,0.22,0.00,0.83,73.22,49.50,365.46,200.35,60.30,30.25,57.89,19.56,0.76,0.51
8,31,13,30,0.87,0.70,0.17,0.00,0.82,72.27,49.50,365.56,197.71,60.03,30.40,58.70,19.58,0.75,0.51
8,31,14,0,0.74,0.50,0.24,0.00,0.69,62.25,49.50,368.75,168.81,55.21,30.10,69.28,19.90,0.64,0.51
8,31,14,30,0.60,0.30,0.30,0.00,0.57,51.51,49.50,371.17,138.78,50.29,29.80,84.89,20.18,0.53,0.51
8,31,15,0,0.55,0.29,0.26,0.00,0.53,47.66,46.81,372.45,127.97,47.94,29.10,87.29,20.30,0.49,0.48
8,31,15,30,0.51,0.28,0.23,0.00,0.48,43.72,42.93,373.52,117.04,45.58,28.40,87.79,20.42,0.45,0.44
8,31,16,0,0.32,0.14,0.18,0.00,0.31,28.24,27.73,373.04,75.70,38.49,27.50,88.69,20.63,0.29,0.29
8,31,16,30,0.14,0.00,0.13,0.00,0.14,11.97,11.76,361.67,33.10,31.26,26.60,88.66,20.62,0.12,0.12
8,31,17,0,0.11,0.00,0.10,0.00,0.11,9.30,9.13,358.66,25.92,29.36,25.75,88.87,20.67,0.10,0.09
8,31,17,30,0.08,0.00,0.08,0.00,0.08,6.67,6.55,352.93,18.90,27.48,24.90,89.37,20.79,0.07,0.07
8,31,18,0,0.05,0.00,0.05,0.00,0.05,4.12,4.04,343.83,11.97,26.01,24.45,91.04,21.18,0.04,0.04
8,31,18,30,0.02,0.00,0.02,0.00,0.02,1.66,1.63,326.40,5.08,24.55,24.00,103.46,24.06,0.02,0.02
8,31,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,24.00,0.00,0.00,0.00,0.00
8,31,19,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,24.00,0.00,0.00,0.00,0.00
8,31,20,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.95,23.95,0.00,0.00,0.00,0.00
8,31,20,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.90,23.90,0.00,0.00,0.00,0.00
8,31,21,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.85,23.85,0.00,0.00,0.00,0.00
8,31,21,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.80,23.80,0.00,0.00,0.00,0.00
8,31,22,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.55,23.55,0.00,0.00,0.00,0.00
8,31,22,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.30,23.30,0.00,0.00,0.00,0.00
8,31,23,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.15,23.15,0.00,0.00,0.00,0.00
8,31,23,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,23.00,0.00,0.00,0.00,0.00
9,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.10,23.10,0.00,0.00,0.00,0.00
9,1,0,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.10,23.10,0.00,0.00,0.00,0.00
9,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.10,23.10,0.00,0.00,0.00,0.00
9,1,1,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.10,23.10,0.00,0.00,0.00,0.00
9,1,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.25,23.25,0.00,0.00,0.00,0.00
9,1,2,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.40,23.40,0.00,0.00,0.00,0.00
9,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.50,23.50,0.00,0.00,0.00,0.00
9,1,3,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.60,23.60,0.00,0.00,0.00,0.00
9,1,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.75,23.75,0.00,0.00,0.00,0.00
9,1,4,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.90,23.90,0.00,0.00,0.00,0.00
9,1,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.95,23.95,0.00,0.00,0.00,0.00
9,1,5,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,24.00,0.00,0.00,0.00,0.00
9,1,6,0,0.01,0.00,0.01,0.00,0.01,0.93,0.91,314.18,2.95,24.29,24.05,133.19,30.98,0.01,0.01
9,1,6,30,0.01,0.00,0.01,0.00,0.01,1.26,1.23,319.95,3.93,24.48,24.10,113.25,26.34,0.01,0.01
9,1,7,0,0.02,0.00,0.02,0.00,0.02,2.14,2.10,331.01,6.45,24.90,24.15,97.86,22.76,0.02,0.02
9,1,7,30,0.03,0.00,0.03,0.00,0.03,3.02,2.97,338.49,8.93,25.32,24.20,93.34,21.71,0.03,0.03
9,1,8,0,0.04,0.00,0.04,0.00,0.04,3.35,3.29,340.67,9.83,25.15,23.90,92.56,21.53,0.03,0.03
9,1,8,30,0.04,0.00,0.04,0.00,0.04,3.70,3.63,342.76,10.79,24.99,23.60,91.94,21.38,0.04,0.04
9,1,9,0,0.06,0.00,0.06,0.00,0.06,5.21,5.12,350.05,14.88,25.44,23.45,90.10,20.95,0.05,0.05
9,1,9,30,0.08,0.00,0.07,0.00,0.08,6.77,6.65,354.83,19.08,25.90,23.30,89.71,20.86,0.07,0.07
9,1,10,0,0.09,0.00,0.09,0.00,0.09,7.97,7.82,358.46,22.22,26.52,23.45,89.56,20.83,0.08,0.08
9,1,10,30,0.10,0.00,0.10,0.00,0.11,9.16,9.00,360.57,25.41,27.13,23.60,89.44,20.80,0.09,0.09
9,1,11,0,0.13,0.00,0.13,0.00,0.13,11.23,11.02,363.56,30.88,28.08,23.75,89.39,20.79,0.12,0.11
9,1,11,30,0.15,0.00,0.15,0.00,0.15,13.30,13.06,367.06,36.24,29.03,23.90,89.41,20.79,0.14,0.14
9,1,12,0,0.35,0.03,0.32,0.00,0.35,30.82,30.27,376.68,81.83,36.55,24.65,89.41,20.79,0.32,0.31
9,1,12,30,0.55,0.07,0.48,0.00,0.54,48.08,47.21,376.77,127.61,44.18,25.40,88.36,20.55,0.50,0.49
